CNVD-2010-1863,Null,Squid字符串处理空指针应用拒绝服务漏洞,2010/9/7,低,Squid Squid <3.2.0.2   ;   Squid Squid <3.1.8   ;   ,Squid是一款功能强大的代理服务器和Web缓存服务器。部分内部squid字符串处理函数不正确检查空指针，发送特殊构建的请求可导致空指针引用，造成服务程序崩溃。,http://www.squid-cache.org/Advisories/SQUID-2010_3.txthttp://secunia.com/advisories/41298/,"Squid 3.1.8, 3.2.0.2已经修复此漏洞，建议用户下载使用：http://www.squid-cache.org或采用如下供应商提供的补丁：Squid 3.0:http://www.squid-cache.org/Versions/v3/3.0/changesets/squid-3.0-9189.patchSquid 3.1:http://www.squid-cache.org/Versions/v3/3.1/changesets/squid-3.1-10090.patch",Squid字符串处理空指针应用拒绝服务漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/937
CNVD-2010-1693,Null,Squid超长DNS应答拒绝服务漏洞,2010/8/26,中,Squid Squid 3.1.6   ;   Squid Squid 3.1.5.1   ;   ,Squid是一款功能强大的代理服务器和Web缓存服务器。当接收到超长DNS应答时存在一个逻辑错误，如果向没有配置IPv6解析器的Squid服务器返回一个超长DNS应答，可触发断言错误，使得服务程序崩溃。,http://secunia.com/advisories/41090/,Squid 3.1.7已经修复此漏洞，建议用户下载使用：http://www.squid-cache.org/,Squid超长DNS应答拒绝服务的补丁:http://www.cnvd.org.cn/patchInfo/show/881
CNVD-2010-5571,Null,Squid超长DNS回复拒绝服务漏洞,2010/8/25,中,(暂无),Squid是一个高效的Web缓存及代理程序，最初是为Unix平台开发的，现在也被移植到Linux和大多数的Unix类系统中，最新的Squid可以运行在Windows平台下。 Squid在处理所接受到的超长DNS回复时存在逻辑错误。如果Squid服务器没有配置IPv6解析器，在响应超过512字节时dns_internal.cc会从服务器获取TC标志，并试图通过TCP而不是UDP执行查询。Squid发起了TCP连接，并错误的认为正在发送ipv6 dns查询，触发Assertion错误。,http://secunia.com/advisories/41090/        http://marc.info/?l=squid-users&m=128263555724981&w=2        http://bugs.squid-cache.org/show_bug.cgi?format=multiple&id=3021,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.squid-cache.org/Versions/v3/3.1/ftp://ftp.squid-cache.org/pub/squid/ftp://ftp.squid-cache.org/pub/archive/3.1/,Squid超长DNS回复拒绝服务漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/43315
CNVD-2009-2567,Null,LevelOne AMG-2000内部代理Host:头绕过安全限制漏洞,2009/4/29,中,(暂无),AMG-2000是专为中小型网络部署和管理设计的AP管理网关。AMG-2000使用了一个内部Squid代理限制对无线LAN或Internet的访问，该代理默认运行在2128端口上。如果远程攻击者向代理发送了包含有特制Host:头和Request-URI的HTTP GET请求的话，就可以绕过认证访问管理接口。,http://secunia.com/advisories/34926/        http://marc.info/?l=bugtraq&m=124102938316439&w=2,目前厂商还没有提供补丁或者升级程序，我们建议使用此软件的用户随时关注厂商的主页以获取最新版本：http://global.level1.com/products2.php?Id=821,Null
CNVD-2009-1853,Null,Squid代理缓存ICAP适配拒绝服务漏洞,2009/3/27,中,(暂无),Squid是一个高效的Web缓存及代理程序，最初是为Unix平台开发的，现在也被移植到Linux和大多数的Unix类系统中，最新的Squid可以运行在Windows平台下。 Squid的ICAP实现在从ICAP服务器读取数据之前没有正确地检查body-pipes缓冲区大小。如果客户端没有从开放连接读取数据（如用户没有在IE中确认浏览器的下载消息对话框），squid就会一直从ICAP服务器将数据读取到body pipe，而已没有数据可传送给客户端。因此body pipes缓冲区会一直增加，squid可能会耗尽最多为用户下载大小的内存。,http://www.squid-cache.org/bugs/show_bug.cgi?format=multiple&id=2619        http://marc.info/?l=bugtraq&m=123817647301481&w=2,目前厂商还没有提供补丁或者升级程序，我们建议使用此软件的用户随时关注厂商的主页以获取最新版本：http://www.squid-cache.org,Null
CNVD-2007-2090,Null,CNVD-2007-2090,2007/3/21,中,(暂无),Squid的squid/src/client_side.c文件没有正确地处理TRACE请求，如果用户发送了特制的TRACE请求的话，就可能导致服务崩溃。,http://www.securityfocus.com/bid/23085,,Null
CNVD-2007-0525,Null,CNVD-2007-0525,2007/1/24,低,(暂无),Squid是一个Linux下的代理服务器软件。Squid before 2.6.STABLE7中的aclMatchExternal函数存在漏洞。通过造成external_acl队列过载，触发无限循环。远程攻击者利用这个漏洞，导致拒绝服务（崩溃）。修补方案：安装升级补丁，补丁下载位置：Squid Web Proxy Cache 2.6.STABLE4    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.5.STABLE12    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.6.STABLE3    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.6.STABLE2    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.6.STABLE6    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2    * Turbolinux squid-2.5.STABLE10-5.i586.rpm      ftp://ftp.turbolinux.co.jp/pub/TurboLinux/    * Turbolinux squid-debug-2.5.STABLE10-5.i586.rpm      ftp://ftp.turbolinux.co.jp/pub/TurboLinux/Squid Web Proxy Cache 2.6.STABLE5    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.5.STABLE11    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.5.STABLE13    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.6.STABLE1    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.5.STABLE14    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2,http://www.gentoo.org/security/en/glsa/glsa-200701-22.xml,,Null
CNVD-2007-0303,Null,CNVD-2007-0303,2007/1/16,低,(暂无),Squid是一个Linux下的代理服务器软件。Squid before 2.6.STABLE7 中的squid/src/ftp.c存在漏洞。由于处理FTP目录列表响应时，squid/src/ftp.c脚本无法正确过滤 ftpListingFinish和ftpHtmlifyListEntry函数。远程攻击者利用这个漏洞，导致拒绝服务（核心转储）。测试代码：ftp://www.example.com/sample/directory;type=d修补方案：安装升级补丁，补丁下载位置：Squid Web Proxy Cache 2.6.STABLE4    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.5.STABLE12    * RedHat squid-2.5.STABLE14-3.FC5.i386.rpm      Fedora Core 5      http://download.fedora.redhat.com/pub/fedora/linux/core/updates/5/    * RedHat squid-2.5.STABLE14-3.FC5.ppc.rpm      Fedora Core 5      http://download.fedora.redhat.com/pub/fedora/linux/core/updates/5/    * RedHat squid-2.5.STABLE14-3.FC5.src.rpm      Fedora Core 5      http://download.fedora.redhat.com/pub/fedora/linux/core/updates/5/    * RedHat squid-2.5.STABLE14-3.FC5.x86_64.rpm      Fedora Core 5      http://download.fedora.redhat.com/pub/fedora/linux/core/updates/5/    * RedHat squid-debuginfo-2.5.STABLE14-3.FC5.i386.rpm      Fedora Core 5      http://download.fedora.redhat.com/pub/fedora/linux/core/updates/5/    * RedHat squid-debuginfo-2.5.STABLE14-3.FC5.ppc.rpm      Fedora Core 5      http://download.fedora.redhat.com/pub/fedora/linux/core/updates/5/    * RedHat squid-debuginfo-2.5.STABLE14-3.FC5.x86_64.rpm      Fedora Core 5      http://download.fedora.redhat.com/pub/fedora/linux/core/updates/5/    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.6.STABLE3    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.6.STABLE2    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.6.STABLE6    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.6.STABLE5    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.5.STABLE11    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.5.STABLE13    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.6.STABLE1    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2Squid Web Proxy Cache 2.5.STABLE14    * Squid squid-2.6.STABLE7.tar.bz2      http://www.squid-cache.org/Versions/v2/2.6/squid-2.6.STABLE7.tar.bz2,http://fedoranews.org/cms/node/2442,,Null
CNVD-2004-3484,Null,ChangePassword本地特权提升漏洞,2004/12/16,中,Changepassword Changepassword 0.1   ;   ,ChangePassword是一款YP/Samba/Squid等应用程序的密码更改工具。changepassword.cgi不正确验证用户提供的环境变量，本地攻击者可以利用这个漏洞进行特权提升。D. J. Bernstein报告本地用户可以调用changepassword.cgi进行特权提升攻击，changepassword.cgi默认以SETUID ROOT属性安装，由于没有充分验证用户提供的环境变量，本地用户可以设置PATH变量指向特别构建的'make'版本，然后通过环境变量直接提交POST请求而以root用户特权执行任意make应用程序。,http://securitytracker.com/alerts/2004/Dec/1012601.html,目前厂商还没有提供补丁或者升级程序，我们建议使用此软件的用户随时关注厂商的主页以获取最新版本：http://changepassword.sourceforge.net/,Null
CNVD-2004-2742,Null,CNVD-2004-2742,2004/10/12,高,(暂无),SNMP 中的 Squid 程序存在漏洞，该漏洞可能导致远程用户发动拒绝服务攻击。据报告，远程攻击者通过发送一个恶意构造的SNMP包，能够触发一个ASN1 parsing error，从而导致Squid重启，并丢失所有现有的连接。该缺陷存在于'snmplib/asn1.c'文件中的asn_parse_header()函数。,http://securitytracker.com/alerts/2004/Oct/1011614.html,,Null
CNVD-2004-2743,Null,CNVD-2004-2743,2004/10/12,高,(暂无),SNMP 中的 Squid 程序存在漏洞，该漏洞可能导致远程用户发动拒绝服务攻击。据报告，远程攻击者通过发送一个恶意构造的SNMP包，能够触发一个ASN1 parsing error，从而导致Squid重启，并丢失所有现有的连接。该缺陷存在于'snmplib/asn1.c'文件中的asn_parse_header()函数。,http://securitytracker.com/alerts/2004/Oct/1011614.html,,Null
CNVD-2004-2713,Null,CNVD-2004-2713,2004/10/8,低,(暂无),据报告 Squid 存在拒绝服务漏洞。利用该漏洞，攻击者能够发送重复的恶意 SNMP 包从而导致对合法用户拒绝服务。Squid versions 2.5-STABLE6 以及更早的包括 3.0-PRE3-20040702 版本存在该漏洞。,http://www.securityfocus.com/bid/11385,,Null
CNVD-2004-2428,Null,CNVD-2004-2428,2004/9/2,中,(暂无),"Squid是一个高效的Web缓存及代理程序，Squid最初是为Unix平台开发的，现在也被移植到Linux和大多数的Unix类系统中，最新的Squid可以运行在Windows平台下。Squid代理ntlm_fetch_string()和ntlm_get_string()函数缺少正确的参数检查，远程攻击者可以利用这个漏洞对服务进行拒绝服务攻击。问题存在于""lib/ntlmauth.c""文件中的""ntlm_fetch_string"" 函数中，其中安全的缓冲区中获取字符串及其长度，返回返回到lstring结构中的""rv""：l &lt; 0 || l > MAX_FIELD_LENGTH || o + l > length || o == 0如果上述的IF检查通过，执行如下代码：rv.str = packet + o; &lt;--- pointer to data和rv.l = l; &lt;--- length of data不过对int32_t offset ""o""没有进行完整检查是否为负值。如果o = -1000000000或者任何负值，在""ntlm_check_auth""中后续的memcpy操作就会导致内存破坏。而造成产生拒绝服务。",http://www.securityfocus.com/bid/11098,,Null
CNVD-2004-2427,Null,CNVD-2004-2427,2004/9/2,中,(暂无),"Squid是一个高效的Web缓存及代理程序，Squid最初是为Unix平台开发的，现在也被移植到Linux和大多数的Unix类系统中，最新的Squid可以运行在Windows平台下。Squid代理ntlm_fetch_string()和ntlm_get_string()函数缺少正确的参数检查，远程攻击者可以利用这个漏洞对服务进行拒绝服务攻击。问题存在于""lib/ntlmauth.c""文件中的""ntlm_fetch_string"" 函数中，其中安全的缓冲区中获取字符串及其长度，返回返回到lstring结构中的""rv""：l &lt; 0 || l > MAX_FIELD_LENGTH || o + l > length || o == 0如果上述的IF检查通过，执行如下代码：rv.str = packet + o; &lt;--- pointer to data和rv.l = l; &lt;--- length of data不过对int32_t offset ""o""没有进行完整检查是否为负值。如果o = -1000000000或者任何负值，在""ntlm_check_auth""中后续的memcpy操作就会导致内存破坏。而造成产生拒绝服务。",http://www.securityfocus.com/bid/11098,,Null
CNVD-2004-1861,Null,CNVD-2004-1861,2004/6/29,高,(暂无),"Squid Web Proxy Cache 2.5.x 和 3.x中的ntlm_check_auth (NTLM 认证)函数存在缓冲区溢出漏洞。当允许编译NTLM句柄时，远程攻击者可以发送长密码（""pass""变量）从而执行任意代码。",http://www.linuxsecurity.com/advisories/trustix_advisory-4447.html,,Null
CNVD-2004-0606,Null,CNVD-2004-0606,2004/3/1,中,(暂无),"Squid是一个高效的Web缓存及代理程序，Squid最初是为Unix平台开发的，现在也被移植到Linux和大多数的Unix类系统中，最新的Squid可以运行在Windows平台下。Squid代理在处理NULL URL字符时存在问题，远程攻击者可以利用这个漏洞绕过访问控制，未授权访问资源。Squid存在一个解码问题允许用户绕过使用'url_regex' ACL类型的访问控制。如果""%00""出现在URL中，以前的squid版本解码时会插入NUL字符，如考虑下面的访问控制配置：    acl BadSite url_regex www\.example\.com    http_access deny BadSite用户请求URL：   00@www.example.com/"" target=""_blank"">http://foo%00@www.example.com/受此影响的Squid会在""foo""之前插入一个NUL字符，并在"" http://foo""和""www\.example\.com ""之间做一个对比，这个对比可造成匹配不正确，而使用户请求不被拒绝，成功绕过限制规则。",http://www.securityfocus.com/bid/9778,,Null
CNVD-2011-3277,Null,Stunnel未明内存破坏漏洞,2011/8/19,高,Stunnel Stunnel 4.40   ;   Stunnel Stunnel 4.41   ;   ,Stunnel是一个自由的跨平台软件，用于提供全局的TLS / SSL 服务。Stunnel存在一个未明错误，远程攻击者可以利用漏洞破坏堆内存，可能导致以应用程序上下文执行任意代码。,http://www.stunnel.org/pipermail/stunnel-announce/2011-August/000059.htmlhttp://secunia.com/advisories/45705/,Stunnel 4.42已经修复此漏洞，建议用户下载使用：http://www.stunnel.org/,Stunnel未明内存破坏漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/4834
CNVD-2003-2735,Null,CNVD-2003-2735,2003/9/3,高,(暂无),Stunnel是一款允许用户加密任意TCP会话连接的程序，能使非SSL加密应用程序和服务使用SSL加密。Stunnel存在文件描述符泄露问题，本地攻击者可以利用这个漏洞劫持Stunnel服务程序，可导致未授权连接加密通信等攻击。问题是由于没有使用CLOEXEC标记的fcntl调用来防止特权文件描述符泄露，通过listen()调用返回的文件描述符可被非特权进程使用。如果Stunnel可被用于通过任何本地程序如telnet等提供SHELL访问，那么用户的SHELL也会拥有被泄露的listen描述符，这表示任何N能通过SHELL访问的用户可以劫持stunnel服务程序。结果可导致非特权攻击者利用这个漏洞控制这个服务，收集密码等敏感信息，或者重定向服务到不同机器中。,http://www.securityfocus.com/bid/8537,,Null
CNVD-2003-2733,Null,Stunnel泄露文件描述符漏洞,2003/9/3,中,(暂无),Stunnel是一款允许用户加密任意TCP会话连接的程序，能使非SSL加密应用程序和服务使用SSL加密。Stunnel存在文件描述符泄露问题，本地攻击者可以利用这个漏洞劫持Stunnel服务程序，可导致未授权连接加密通信等攻击。问题是由于没有使用CLOEXEC标记的fcntl调用来防止特权文件描述符泄露，通过listen()调用返回的文件描述符可被非特权进程使用。如果Stunnel可被用于通过任何本地程序如telnet等提供SHELL访问，那么用户的SHELL也会拥有被泄露的listen描述符，这表示任何N能通过SHELL访问的用户可以劫持stunnel服务程序。结果可导致非特权攻击者利用这个漏洞控制这个服务，收集密码等敏感信息，或者重定向服务到不同机器中。另外其他文件描述符也存在这个问题。,链接：http://marc.theaimsgroup.com/?l=bugtraq&m=106260760211958&w=2,建议：厂商补丁：Stunnel-------目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：Stunnel Upgrade stunnel-4.04.tar.gzhttp://www.stunnel.org/download/stunnel/src/stunnel-4.04.tar.gz,     Stunnel泄露文件描述符漏洞的补丁:http://www.cnvd.org.cn/patchInfo/show/42684
